property_id,address,city,state,zip,latitude,longitude,list_price,sqft,beds,baths,year_built,property_condition,days_on_market,estimated_monthly_rent
K000029,8698 Elm St,Tampa,FL,33602,27.9614,-82.4597,541704.0,2011.0,5,4.5,1985,good,400,3792.0
K000030,3498 Elm St,Phoenix,AZ,85010,33.4484,-112.074,314940.0,1450.0,2,1.5,1985,good,30,2205.0
K000031,6830 Maple St,Cleveland,OH,44125,41.4335,-81.6323,192640.0,2103.0,3,2.5,1985,poor,30,1348.0
K000032,5285 Pine St,Charlotte,NC,28221,35.26,-80.8042,356700.0,1715.0,3,2.5,1985,fair,400,2497.0
K000033,6929 Elm St,Atlanta,GA,30314,33.7561,-84.4255,247715.0,1820.0,3,2.5,1985,poor,400,1734.0
K000034,3958 Maple St,Indianapolis,IN,46229,39.7886,-85.9779,192204.0,1318.0,1,1.0,1985,fair,400,1345.0
K000035,3886 Elm St,Cleveland,OH,44129,41.3897,-81.7351,264880.0,1969.0,3,2.5,1985,good,30,1854.0
K000036,1833 Pine St,Cleveland,OH,44102,41.4735,-81.7398,171029.0,1960.0,3,2.5,1985,poor,30,1197.0
K000037,615 Elm St,Atlanta,GA,30302,33.749,-84.388,196492.0,1512.0,3,2.5,1985,poor,400,1375.0
K000038,5952 Elm St,Indianapolis,IN,46216,39.8647,-86.0136,151506.0,1913.0,3,2.5,1985,distressed,400,1061.0
K000039,1882 Elm St,Charlotte,NC,28206,35.2522,-80.8265,314974.0,1811.0,3,2.5,1985,fair,400,2205.0
K000040,8119 Elm St,Houston,TX,77027,29.7396,-95.446,173694.0,1476.0,3,2.5,1985,fair,400,1216.0
K000041,767 Oak St,Atlanta,GA,30315,33.7051,-84.3808,254392.0,1774.0,2,1.5,1985,fair,30,1781.0
K000042,3273 Maple St,Houston,TX,77005,29.7179,-95.4263,376536.0,2406.0,4,3.5,1985,fair,400,2636.0
K000043,7577 Maple St,Tampa,FL,33610,27.9951,-82.4046,813671.0,2771.0,4,3.5,1985,good,30,5696.0
K000044,6274 Maple St,Cleveland,OH,44117,41.5696,-81.5257,235267.0,2257.0,4,3.5,1985,fair,30,1647.0
K000045,6186 Pine St,Charlotte,NC,28226,35.0869,-80.8167,287678.0,1623.0,4,3.5,1985,fair,30,2014.0
K000046,653 Maple St,Tampa,FL,33612,28.0502,-82.45,299149.0,1282.0,2,1.5,1985,fair,400,2094.0
K000047,6870 Pine St,Atlanta,GA,30310,33.7278,-84.4232,202791.0,1303.0,2,1.5,1985,fair,400,1420.0
K000048,4429 Oak St,Indianapolis,IN,46205,39.8268,-86.1386,248812.0,1898.0,4,3.5,1985,fair,30,1742.0
K000049,7930 Oak St,Phoenix,AZ,85020,33.5623,-112.0559,83609.0,571.0,1,1.0,1985,poor,400,585.0
K000050,1533 Pine St,Phoenix,AZ,85028,33.5851,-112.0087,295291.0,1299.0,2,1.5,1985,good,400,2067.0
K000051,4804 Maple St,Charlotte,NC,28210,35.1316,-80.8577,301765.0,1607.0,3,2.5,1985,fair,30,2112.0
K000052,4748 Maple St,Tampa,FL,33601,27.9961,-82.582,279855.0,1292.0,2,1.5,1985,fair,400,1959.0
K000053,5066 Pine St,Houston,TX,77008,29.7991,-95.4118,133251.0,1458.0,2,1.5,1985,distressed,400,933.0
K000054,7477 Pine St,Tampa,FL,33629,27.921,-82.5079,297114.0,1405.0,2,1.5,1985,fair,400,2080.0
K000055,2655 Maple St,Atlanta,GA,30315,33.7051,-84.3808,128083.0,901.0,2,1.5,1985,fair,30,897.0
K000056,3845 Maple St,Indianapolis,IN,46224,39.794,-86.2707,90241.0,1021.0,2,1.5,1985,distressed,30,632.0
K000057,6806 Maple St,Houston,TX,77004,29.7247,-95.3625,144842.0,1284.0,2,1.5,1985,poor,30,1014.0
K000058,6356 Elm St,Indianapolis,IN,46201,39.775,-86.1093,102002.0,1097.0,1,1.0,1985,poor,400,714.0
K000059,3875 Pine St,Tampa,FL,33621,27.8491,-82.4946,275857.0,1368.0,2,1.5,1985,fair,30,1931.0
K000060,6038 Maple St,Houston,TX,77013,29.7842,-95.2301,144161.0,1153.0,1,1.0,1985,fair,30,1009.0
K000061,9577 Maple St,Cleveland,OH,44128,41.4416,-81.5486,171149.0,1541.0,3,2.5,1985,fair,400,1198.0
K000062,9086 Pine St,Charlotte,NC,28208,35.2358,-80.8964,268651.0,1915.0,4,3.5,1985,poor,30,1881.0
K000063,4139 Elm St,Atlanta,GA,30316,33.7217,-84.3339,289787.0,1483.0,2,1.5,1985,fair,400,2029.0
K000064,6004 Oak St,Atlanta,GA,30318,33.7865,-84.4454,138403.0,1039.0,1,1.0,1985,poor,30,969.0
K000065,1647 Pine St,Phoenix,AZ,85020,33.5623,-112.0559,688853.0,2482.0,4,3.5,1985,good,30,4822.0
K000066,4551 Pine St,Cleveland,OH,44116,41.4694,-81.8512,208791.0,1813.0,2,1.5,1985,fair,30,1462.0
K000067,914 Elm St,Atlanta,GA,30321,33.749,-84.388,332343.0,1449.0,2,1.5,1985,good,30,2326.0
K000068,1459 Maple St,Cleveland,OH,44104,41.4809,-81.6245,283376.0,2024.0,3,2.5,1985,good,30,1984.0
K000069,9309 Pine St,Phoenix,AZ,85022,33.6315,-112.052,333497.0,1232.0,1,1.0,1985,good,30,2334.0
K000070,331 Elm St,Charlotte,NC,28210,35.1316,-80.8577,231559.0,1752.0,3,2.5,1985,poor,400,1621.0
K000071,1544 Maple St,Indianapolis,IN,46219,39.7821,-86.0495,243378.0,2433.0,4,3.5,1985,poor,400,1704.0
K000072,7646 Pine St,Charlotte,NC,28204,35.2132,-80.8231,316068.0,1765.0,3,2.5,1985,fair,400,2212.0
K000073,5281 Pine St,Phoenix,AZ,85023,33.6324,-112.1118,266809.0,1873.0,3,2.5,1985,poor,30,1868.0
K000074,9386 Pine St,Indianapolis,IN,46224,39.794,-86.2707,148782.0,1003.0,2,1.5,1985,fair,30,1041.0
K000075,1043 Elm St,Cleveland,OH,44128,41.4416,-81.5486,134794.0,1884.0,2,1.5,1985,distressed,30,944.0
K000076,8393 Maple St,Tampa,FL,33623,27.9475,-82.4584,302033.0,1803.0,3,2.5,1985,poor,400,2114.0
K000077,1838 Pine St,Atlanta,GA,30307,33.7691,-84.336,202609.0,1811.0,3,2.5,1985,distressed,30,1418.0
K000078,1151 Elm St,Phoenix,AZ,85031,33.4939,-112.1696,235398.0,1066.0,2,1.5,1985,good,400,1648.0
K000079,9790 Elm St,Phoenix,AZ,85029,33.5961,-112.1199,225695.0,1587.0,3,2.5,1985,poor,400,1580.0
K000080,2849 Pine St,Houston,TX,77012,29.7149,-95.2819,217965.0,1920.0,4,3.5,1985,fair,400,1526.0
K000081,3403 Pine St,Tampa,FL,33604,28.0173,-82.4578,436245.0,1251.0,3,2.5,1985,good,30,3054.0
K000082,8217 Pine St,Atlanta,GA,30312,33.7467,-84.3781,151352.0,687.0,2,1.5,1985,good,30,1059.0
K000083,5795 Pine St,Atlanta,GA,30307,33.7691,-84.336,361855.0,2185.0,4,3.5,1985,fair,30,2533.0
K000084,6181 Oak St,Cleveland,OH,44127,41.4701,-81.649,97293.0,926.0,1,1.0,1985,fair,30,681.0
K000085,8206 Elm St,Cleveland,OH,44117,41.5696,-81.5257,397682.0,2898.0,4,3.5,1985,good,400,2784.0
K000086,3296 Pine St,Indianapolis,IN,46201,39.775,-86.1093,192957.0,1090.0,2,1.5,1985,good,30,1351.0
K000087,2091 Elm St,Phoenix,AZ,85027,33.6819,-112.0996,229060.0,1168.0,1,1.0,1985,fair,400,1603.0
K000088,951 Pine St,Atlanta,GA,30318,33.7865,-84.4454,150216.0,867.0,1,1.0,1985,fair,400,1052.0
K000089,7016 Oak St,Cleveland,OH,44113,41.4816,-81.7018,150792.0,1727.0,3,2.5,1985,poor,30,1056.0
K000090,1484 Elm St,Indianapolis,IN,46204,39.772,-86.1535,171870.0,1697.0,4,3.5,1985,poor,30,1203.0
K000091,6434 Maple St,Indianapolis,IN,46218,39.8082,-86.1014,179458.0,2189.0,3,2.5,1985,distressed,400,1256.0
K000092,8570 Elm St,Charlotte,NC,28231,35.26,-80.8042,305249.0,1745.0,4,3.5,1985,fair,30,2137.0
K000093,8583 Oak St,Charlotte,NC,28215,35.244,-80.7387,153902.0,1183.0,3,2.5,1985,poor,30,1077.0
K000094,4676 Oak St,Houston,TX,77028,29.8297,-95.2879,219170.0,1664.0,2,1.5,1985,fair,400,1534.0
K000095,3856 Oak St,Indianapolis,IN,46225,39.7406,-86.1569,129223.0,1434.0,3,2.5,1985,distressed,30,905.0
K000096,1611 Maple St,Tampa,FL,33612,28.0502,-82.45,249807.0,976.0,2,1.5,1985,fair,30,1749.0
K000097,8660 Elm St,Atlanta,GA,30316,33.7217,-84.3339,225127.0,1776.0,2,1.5,1985,poor,400,1576.0
K000098,6418 Oak St,Charlotte,NC,28215,35.244,-80.7387,119544.0,1012.0,1,1.0,1985,distressed,400,837.0
K000099,8219 Oak St,Phoenix,AZ,85008,33.4665,-111.9984,327212.0,2210.0,3,2.5,1985,poor,400,2290.0
K000100,2227 Oak St,Cleveland,OH,44113,41.4816,-81.7018,61817.0,959.0,1,1.0,1985,distressed,400,433.0
K000101,7898 Maple St,Atlanta,GA,30309,33.7984,-84.3883,148914.0,854.0,1,1.0,1985,fair,30,1042.0
K000102,4530 Elm St,Atlanta,GA,30328,33.9335,-84.3958,204432.0,1446.0,3,2.5,1985,fair,400,1431.0
K000103,6859 Oak St,Atlanta,GA,30310,33.7278,-84.4232,354216.0,2257.0,4,3.5,1985,fair,400,2480.0
K000104,2754 Elm St,Houston,TX,77023,29.7242,-95.3178,262132.0,1581.0,2,1.5,1985,good,30,1835.0
K000105,5818 Oak St,Atlanta,GA,30325,33.8444,-84.4741,336930.0,1539.0,3,2.5,1985,good,30,2359.0
K000106,5763 Oak St,Phoenix,AZ,85027,33.6819,-112.0996,260030.0,1762.0,2,1.5,1985,poor,30,1820.0
K000107,4364 Maple St,Houston,TX,77023,29.7242,-95.3178,227313.0,1904.0,4,3.5,1985,fair,400,1591.0
K000108,2285 Maple St,Phoenix,AZ,85006,33.465,-112.0474,330948.0,1377.0,3,2.5,1985,good,400,2317.0
K000109,8072 Maple St,Indianapolis,IN,46219,39.7821,-86.0495,269275.0,1740.0,4,3.5,1985,fair,400,1885.0
K000110,5534 Pine St,Phoenix,AZ,85002,33.4484,-112.074,527157.0,2037.0,3,2.5,1985,good,400,3690.0
K000111,4130 Oak St,Phoenix,AZ,85021,33.56,-112.0927,306942.0,1167.0,2,1.5,1985,good,30,2149.0
K000112,5936 Pine St,Atlanta,GA,30324,33.8206,-84.3549,508672.0,2549.0,4,3.5,1985,good,400,3561.0
K000113,145 Oak St,Tampa,FL,33624,28.079,-82.5268,454422.0,1931.0,4,3.5,1985,fair,400,3181.0
K000114,2794 Elm St,Charlotte,NC,28220,35.26,-80.8042,424559.0,2240.0,3,2.5,1985,fair,30,2972.0
K000115,1434 Oak St,Cleveland,OH,44101,41.5234,-81.5996,141472.0,1096.0,2,1.5,1985,fair,30,990.0
K000116,3745 Elm St,Houston,TX,77022,29.8299,-95.3769,165666.0,1340.0,3,2.5,1985,fair,30,1160.0
K000117,4253 Oak St,Houston,TX,77003,29.7489,-95.3391,216645.0,2096.0,4,3.5,1985,poor,400,1517.0
K000118,8343 Oak St,Atlanta,GA,30317,33.7498,-84.3169,174340.0,1322.0,1,1.0,1985,poor,400,1220.0
K000119,783 Oak St,Houston,TX,77031,29.6581,-95.5413,258133.0,1658.0,2,1.5,1985,fair,400,1807.0
K000120,2463 Pine St,Cleveland,OH,44107,41.4847,-81.8018,238457.0,1664.0,3,2.5,1985,good,30,1669.0
K000121,7774 Elm St,Houston,TX,77028,29.8297,-95.2879,208462.0,1357.0,2,1.5,1985,fair,400,1459.0
K000122,5946 Maple St,Cleveland,OH,44111,41.4571,-81.7844,220664.0,2357.0,4,3.5,1985,fair,400,1545.0
K000123,5080 Pine St,Houston,TX,77002,29.7594,-95.3594,336952.0,2629.0,4,3.5,1985,fair,30,2359.0
K000124,5678 Oak St,Cleveland,OH,44105,41.4509,-81.619,166726.0,1739.0,3,2.5,1985,fair,400,1167.0
K000125,9528 Pine St,Charlotte,NC,28206,35.2522,-80.8265,214593.0,1442.0,2,1.5,1985,fair,400,1502.0
K000126,5634 Maple St,Houston,TX,77005,29.7179,-95.4263,288537.0,2097.0,4,3.5,1985,fair,30,2020.0
K000127,3868 Pine St,Phoenix,AZ,85001,33.4484,-112.074,362437.0,1854.0,3,2.5,1985,fair,30,2537.0
K000128,9244 Elm St,Charlotte,NC,28223,35.3041,-80.7267,155036.0,1574.0,3,2.5,1985,distressed,30,1085.0
K000129,2336 Pine St,Phoenix,AZ,85009,33.4564,-112.1284,267717.0,1605.0,2,1.5,1985,fair,400,1874.0
K000130,6599 Pine St,Houston,TX,77001,29.8131,-95.3098,259124.0,1797.0,3,2.5,1985,fair,30,1814.0
K000131,2325 Elm St,Phoenix,AZ,85019,33.5123,-112.1417,237057.0,1785.0,4,3.5,1985,poor,400,1659.0
K000132,4572 Maple St,Phoenix,AZ,85006,33.465,-112.0474,365945.0,1801.0,4,3.5,1985,fair,30,2562.0
K000133,4500 Elm St,Phoenix,AZ,85009,33.4564,-112.1284,216394.0,1544.0,4,3.5,1985,poor,400,1515.0
K000134,4044 Maple St,Tampa,FL,33611,27.8914,-82.5067,272458.0,1224.0,2,1.5,1985,fair,400,1907.0
K000135,7810 Pine St,Houston,TX,77004,29.7247,-95.3625,321263.0,2295.0,4,3.5,1985,fair,400,2249.0
K000136,8997 Maple St,Indianapolis,IN,46218,39.8082,-86.1014,177419.0,2065.0,3,2.5,1985,distressed,30,1242.0
K000137,8742 Maple St,Indianapolis,IN,46225,39.7406,-86.1569,114946.0,1597.0,4,3.5,1985,distressed,30,805.0
K000138,8662 Pine St,Charlotte,NC,28212,35.1908,-80.7448,339248.0,1721.0,3,2.5,1985,fair,400,2375.0
K000139,6174 Pine St,Tampa,FL,33622,27.9475,-82.4584,458499.0,2126.0,4,3.5,1985,fair,400,3209.0
K000140,1555 Maple St,Charlotte,NC,28213,35.2836,-80.7638,211041.0,1688.0,4,3.5,1985,poor,400,1477.0
K000141,9332 Elm St,Indianapolis,IN,46207,39.7673,-86.1606,352010.0,2667.0,4,3.5,1985,fair,400,2464.0
K000142,4916 Pine St,Tampa,FL,33623,27.9475,-82.4584,299304.0,1976.0,3,2.5,1985,distressed,400,2095.0
K000143,9117 Elm St,Charlotte,NC,28213,35.2836,-80.7638,356981.0,1731.0,3,2.5,1985,fair,400,2499.0
K000144,2414 Pine St,Indianapolis,IN,46229,39.7886,-85.9779,168796.0,1557.0,3,2.5,1985,poor,400,1182.0
K000145,7348 Elm St,Indianapolis,IN,46227,39.6789,-86.1302,204973.0,2169.0,4,3.5,1985,poor,30,1435.0
K000146,5414 Maple St,Atlanta,GA,30328,33.9335,-84.3958,526884.0,2422.0,4,3.5,1985,good,30,3688.0
K000147,6676 Oak St,Atlanta,GA,30331,33.7224,-84.5205,318222.0,2127.0,2,1.5,1985,fair,400,2228.0
K000148,9893 Oak St,Phoenix,AZ,85027,33.6819,-112.0996,193483.0,1263.0,3,2.5,1985,fair,400,1354.0
K000149,9590 Oak St,Tampa,FL,33608,27.8434,-82.4884,469798.0,1471.0,3,2.5,1985,good,400,3289.0
K000150,4380 Oak St,Tampa,FL,33621,27.8491,-82.4946,377633.0,1529.0,2,1.5,1985,fair,30,2643.0
K000151,2182 Maple St,Phoenix,AZ,85029,33.5961,-112.1199,363176.0,1720.0,3,2.5,1985,good,400,2542.0
K000152,7046 Elm St,Houston,TX,77028,29.8297,-95.2879,233061.0,1338.0,2,1.5,1985,good,400,1631.0
K000153,775 Maple St,Indianapolis,IN,46217,39.6782,-86.1976,356141.0,2201.0,4,3.5,1985,good,400,2493.0
K000154,1231 Oak St,Houston,TX,77017,29.6863,-95.2555,246003.0,1576.0,2,1.5,1985,fair,400,1722.0
K000155,9772 Maple St,Atlanta,GA,30328,33.9335,-84.3958,178640.0,1017.0,1,1.0,1985,fair,400,1250.0
K000156,1527 Maple St,Atlanta,GA,30319,33.8687,-84.3351,222140.0,1345.0,2,1.5,1985,fair,30,1555.0
K000157,780 Elm St,Atlanta,GA,30311,33.723,-84.4702,299216.0,1500.0,2,1.5,1985,good,400,2095.0
K000158,4250 Elm St,Indianapolis,IN,46201,39.775,-86.1093,267279.0,2010.0,3,2.5,1985,fair,30,1871.0
K000159,6279 Elm St,Phoenix,AZ,85017,33.5153,-112.1212,239053.0,1314.0,2,1.5,1985,fair,400,1673.0
K000160,4646 Pine St,Houston,TX,77025,29.6889,-95.4341,235806.0,1744.0,4,3.5,1985,fair,30,1651.0
K000161,6000 Maple St,Atlanta,GA,30327,33.8627,-84.42,167836.0,867.0,1,1.0,1985,fair,400,1175.0
K000162,7476 Elm St,Cleveland,OH,44110,41.5636,-81.5733,151069.0,2139.0,3,2.5,1985,distressed,30,1057.0
K000163,2084 Pine St,Houston,TX,77006,29.7409,-95.3923,250696.0,1777.0,2,1.5,1985,fair,400,1755.0
K000164,1923 Pine St,Tampa,FL,33625,28.0726,-82.559,322927.0,2314.0,4,3.5,1985,distressed,400,2260.0
K000165,2449 Elm St,Atlanta,GA,30321,33.749,-84.388,300959.0,2057.0,4,3.5,1985,fair,400,2107.0
K000166,8347 Oak St,Indianapolis,IN,46207,39.7673,-86.1606,289659.0,2054.0,3,2.5,1985,fair,400,2028.0
K000167,8808 Pine St,Atlanta,GA,30325,33.8444,-84.4741,396627.0,2124.0,5,4.5,1985,fair,400,2776.0
K000168,3339 Maple St,Houston,TX,77009,29.7936,-95.3675,238505.0,2213.0,4,3.5,1985,poor,400,1670.0
K000169,4421 Pine St,Charlotte,NC,28209,35.1796,-80.8559,390339.0,1953.0,4,3.5,1985,fair,400,2732.0
K000170,3263 Pine St,Charlotte,NC,28229,35.26,-80.8042,78230.0,500.0,1,1.0,1985,fair,400,548.0
K000171,3847 Oak St,Indianapolis,IN,46224,39.794,-86.2707,239365.0,1508.0,1,1.0,1985,good,400,1676.0
K000172,9212 Elm St,Tampa,FL,33619,27.9382,-82.3756,411755.0,1920.0,2,1.5,1985,fair,400,2882.0
K000173,1502 Oak St,Cleveland,OH,44102,41.4735,-81.7398,222084.0,1754.0,3,2.5,1985,fair,400,1555.0
K000174,1328 Oak St,Indianapolis,IN,46203,39.743,-86.1179,217258.0,1253.0,2,1.5,1985,good,400,1521.0
K000175,1065 Oak St,Phoenix,AZ,85022,33.6315,-112.052,218170.0,1460.0,2,1.5,1985,fair,30,1527.0
K000176,7356 Maple St,Houston,TX,77022,29.8299,-95.3769,230239.0,2427.0,5,4.5,1985,poor,400,1612.0
K000177,1399 Maple St,Houston,TX,77021,29.6954,-95.3562,337700.0,2471.0,4,3.5,1985,fair,400,2364.0
K000178,6776 Oak St,Phoenix,AZ,85002,33.4484,-112.074,231500.0,1898.0,3,2.5,1985,distressed,30,1620.0
K000179,4758 Elm St,Houston,TX,77007,29.7736,-95.4034,232714.0,1867.0,4,3.5,1985,fair,30,1629.0
K000180,1196 Oak St,Atlanta,GA,30311,33.723,-84.4702,283587.0,1694.0,3,2.5,1985,fair,400,1985.0
K000181,7389 Oak St,Phoenix,AZ,85012,33.5097,-112.0678,275791.0,2269.0,4,3.5,1985,distressed,400,1931.0
K000182,1566 Maple St,Charlotte,NC,28230,35.26,-80.8042,262408.0,1272.0,2,1.5,1985,fair,30,1837.0
